名前,グレード,レベル,攻撃力,属性値,防御力
ジャグラスアーム,8,1,,,139
ジャグラスアーム,9,1,,,160
ジャグラスアーム,10,1,,,182
ジャグラスコイル,1,1,,,20
ジャグラスコイル,2,1,,,34
ジャグラスコイル,3,1,,,49
ジャグラスコイル,4,1,,,65
ジャグラスコイル,5,1,,,82
ジャグラスコイル,6,1,,,100
ジャグラスコイル,7,1,,,119
ジャグラスコイル,8,1,,,139
ジャグラスコイル,9,1,,,160
ジャグラスコイル,10,1,,,182
ジャグラスグリーヴ,1,1,,,20
ジャグラスグリーヴ,2,1,,,34
ジャグラスグリーヴ,3,1,,,49
ジャグラスグリーヴ,4,1,,,65
ジャグラスグリーヴ,5,1,,,82
ジャグラスグリーヴ,6,1,,,100
ジャグラスグリーヴ,7,1,,,119
ジャグラスグリーヴ,8,1,,,139
ジャグラスグリーヴ,9,1,,,160
ジャグラスグリーヴ,10,1,,,182
クルルヘルム,1,1,,,20
クルルヘルム,2,1,,,34
クルルヘルム,3,1,,,49
クルルヘルム,4,1,,,65
クルルヘルム,5,1,,,82
クルルヘルム,6,1,,,100
クルルヘルム,7,1,,,119
クルルヘルム,8,1,,,139
クルルヘルム,9,1,,,160
クルルヘルム,10,1,,,182
クルルメイル,1,1,,,20
クルルメイル,2,1,,,34
クルルメイル,3,1,,,49
クルルメイル,4,1,,,65
クルルメイル,5,1,,,82
クルルメイル,6,1,,,100
クルルメイル,7,1,,,119
クルルメイル,8,1,,,139
クルルメイル,9,1,,,160
クルルメイル,10,1,,,182
クルルアーム,1,1,,,20
クルルアーム,2,1,,,34
クルルアーム,3,1,,,49
クルルアーム,4,1,,,65
クルルアーム,5,1,,,82
クルルアーム,6,1,,,100
クルルアーム,7,1,,,119
クルルアーム,8,1,,,139
クルルアーム,9,1,,,160
クルルアーム,10,1,,,182
クルルコイル,1,1,,,20
クルルコイル,2,1,,,34
クルルコイル,3,1,,,49
クルルコイル,4,1,,,65
クルルコイル,5,1,,,82
クルルコイル,6,1,,,100
クルルコイル,7,1,,,119
クルルコイル,8,1,,,139
クルルコイル,9,1,,,160
クルルコイル,10,1,,,182
クルルグリーヴ,1,1,,,20
クルルグリーヴ,2,1,,,34
クルルグリーヴ,3,1,,,49
クルルグリーヴ,4,1,,,65
クルルグリーヴ,5,1,,,82
クルルグリーヴ,6,1,,,100
クルルグリーヴ,7,1,,,119
クルルグリーヴ,8,1,,,139
クルルグリーヴ,9,1,,,160
クルルグリーヴ,10,1,,,182
プケプケヘルム,1,1,,,20
プケプケヘルム,2,1,,,34
プケプケヘルム,3,1,,,49
プケプケヘルム,4,1,,,65
プケプケヘルム,5,1,,,82
プケプケヘルム,6,1,,,100
プケプケヘルム,7,1,,,119
プケプケヘルム,8,1,,,139
プケプケヘルム,9,1,,,160
プケプケヘルム,10,1,,,182
プケプケメイル,1,1,,,20
プケプケメイル,2,1,,,34
プケプケメイル,3,1,,,49
プケプケメイル,4,1,,,65
プケプケメイル,5,1,,,82
プケプケメイル,6,1,,,100
プケプケメイル,7,1,,,119
プケプケメイル,8,1,,,139
プケプケメイル,9,1,,,160
プケプケメイル,10,1,,,182
プケプケアーム,1,1,,,20
プケプケアーム,2,1,,,34
プケプケアーム,3,1,,,49
プケプケアーム,4,1,,,65
プケプケアーム,5,1,,,82
プケプケアーム,6,1,,,100
プケプケアーム,7,1,,,119
プケプケアーム,8,1,,,139
プケプケアーム,9,1,,,160
プケプケアーム,10,1,,,182
プケプケコイル,1,1,,,20
プケプケコイル,2,1,,,34
プケプケコイル,3,1,,,49
プケプケコイル,4,1,,,65
プケプケコイル,5,1,,,82
プケプケコイル,6,1,,,100
プケプケコイル,7,1,,,119
プケプケコイル,8,1,,,139
プケプケコイル,9,1,,,160
プケプケコイル,10,1,,,182
プケプケグリーヴ,1,1,,,20
プケプケグリーヴ,2,1,,,34
プケプケグリーヴ,3,1,,,49
プケプケグリーヴ,4,1,,,65
プケプケグリーヴ,5,1,,,82
プケプケグリーヴ,6,1,,,100
プケプケグリーヴ,7,1,,,119
プケプケグリーヴ,8,1,,,139
プケプケグリーヴ,9,1,,,160
プケプケグリーヴ,10,1,,,182
ボロスヘルム,1,1,,,20
ボロスヘルム,2,1,,,34
ボロスヘルム,3,1,,,49
ボロスヘルム,4,1,,,65
ボロスヘルム,5,1,,,82
ボロスヘルム,6,1,,,100
ボロスヘルム,7,1,,,119
ボロスヘルム,8,1,,,139
ボロスヘルム,9,1,,,160
ボロスヘルム,10,1,,,182
ボロスメイル,1,1,,,20
ボロスメイル,2,1,,,34
ボロスメイル,3,1,,,49
ボロスメイル,4,1,,,65
ボロスメイル,5,1,,,82
ボロスメイル,6,1,,,100
ボロスメイル,7,1,,,119
ボロスメイル,8,1,,,139
ボロスメイル,9,1,,,160
ボロスメイル,10,1,,,182
ボロスアーム,1,1,,,20
ボロスアーム,2,1,,,34
ボロスアーム,3,1,,,49
ボロスアーム,4,1,,,65
ボロスアーム,5,1,,,82
ボロスアーム,6,1,,,100
ボロスアーム,7,1,,,119
ボロスアーム,8,1,,,139
ボロスアーム,9,1,,,160
ボロスアーム,10,1,,,182
ボロスコイル,1,1,,,20
ボロスコイル,2,1,,,34
ボロスコイル,3,1,,,49
ボロスコイル,4,1,,,65
ボロスコイル,5,1,,,82
ボロスコイル,6,1,,,100
ボロスコイル,7,1,,,119
ボロスコイル,8,1,,,139
ボロスコイル,9,1,,,160
ボロスコイル,10,1,,,182
ボロスグリーヴ,1,1,,,20
ボロスグリーヴ,2,1,,,34
ボロスグリーヴ,3,1,,,49
ボロスグリーヴ,4,1,,,65
ボロスグリーヴ,5,1,,,82
ボロスグリーヴ,6,1,,,100
ボロスグリーヴ,7,1,,,119
ボロスグリーヴ,8,1,,,139
ボロスグリーヴ,9,1,,,160
ボロスグリーヴ,10,1,,,182
ギルオスヘルム,2,1,,,34
ギルオスヘルム,3,1,,,49
ギルオスヘルム,4,1,,,65
ギルオスヘルム,5,1,,,82
ギルオスヘルム,6,1,,,100
ギルオスヘルム,7,1,,,119
ギルオスヘルム,8,1,,,139
ギルオスヘルム,9,1,,,160
ギルオスヘルム,10,1,,,182
ギルオスメイル,2,1,,,34
ギルオスメイル,3,1,,,49
ギルオスメイル,4,1,,,65
ギルオスメイル,5,1,,,82
ギルオスメイル,6,1,,,100
ギルオスメイル,7,1,,,119
ギルオスメイル,8,1,,,139
ギルオスメイル,9,1,,,160
ギルオスメイル,10,1,,,182
ギルオスアーム,2,1,,,34
ギルオスアーム,3,1,,,49
ギルオスアーム,4,1,,,65
ギルオスアーム,5,1,,,82
ギルオスアーム,6,1,,,100
ギルオスアーム,7,1,,,119
ギルオスアーム,8,1,,,139
ギルオスアーム,9,1,,,160
ギルオスアーム,10,1,,,182
ギルオスコイル,2,1,,,34
ギルオスコイル,3,1,,,49
ギルオスコイル,4,1,,,65
ギルオスコイル,5,1,,,82
ギルオスコイル,6,1,,,100
ギルオスコイル,7,1,,,119
ギルオスコイル,8,1,,,139
ギルオスコイル,9,1,,,160
ギルオスコイル,10,1,,,182
ギルオスグリーヴ,2,1,,,34
ギルオスグリーヴ,3,1,,,49
ギルオスグリーヴ,4,1,,,65
ギルオスグリーヴ,5,1,,,82
ギルオスグリーヴ,6,1,,,100
ギルオスグリーヴ,7,1,,,119
ギルオスグリーヴ,8,1,,,139
ギルオスグリーヴ,9,1,,,160
ギルオスグリーヴ,10,1,,,182
カガチヘルム,2,1,,,34
カガチヘルム,3,1,,,49
カガチヘルム,4,1,,,65
カガチヘルム,5,1,,,82
カガチヘルム,6,1,,,100
カガチヘルム,7,1,,,119
カガチヘルム,8,1,,,139
カガチヘルム,9,1,,,160
カガチヘルム,10,1,,,182
カガチメイル,2,1,,,34
カガチメイル,3,1,,,49
カガチメイル,4,1,,,65
カガチメイル,5,1,,,82
カガチメイル,6,1,,,100
カガチメイル,7,1,,,119
カガチメイル,8,1,,,139
カガチメイル,9,1,,,160
カガチメイル,10,1,,,182
カガチアーム,2,1,,,34
カガチアーム,3,1,,,49
カガチアーム,4,1,,,65
カガチアーム,5,1,,,82
カガチアーム,6,1,,,100
カガチアーム,7,1,,,119
カガチアーム,8,1,,,139
カガチアーム,9,1,,,160
カガチアーム,10,1,,,182
カガチコイル,2,1,,,34
カガチコイル,3,1,,,49
カガチコイル,4,1,,,65
カガチコイル,5,1,,,82
カガチコイル,6,1,,,100
カガチコイル,7,1,,,119
カガチコイル,8,1,,,139
カガチコイル,9,1,,,160
カガチコイル,10,1,,,182
カガチグリーヴ,2,1,,,34
カガチグリーヴ,3,1,,,49
カガチグリーヴ,4,1,,,65
カガチグリーヴ,5,1,,,82
カガチグリーヴ,6,1,,,100
カガチグリーヴ,7,1,,,119
カガチグリーヴ,8,1,,,139
カガチグリーヴ,9,1,,,160
カガチグリーヴ,10,1,,,182
ウルムーヘルム,3,1,,,49
ウルムーヘルム,4,1,,,65
ウルムーヘルム,5,1,,,82
ウルムーヘルム,6,1,,,100
ウルムーヘルム,7,1,,,119
ウルムーヘルム,8,1,,,139
ウルムーヘルム,9,1,,,160
ウルムーヘルム,10,1,,,182
ウルムーメイル,3,1,,,49
ウルムーメイル,4,1,,,65
ウルムーメイル,5,1,,,82
ウルムーメイル,6,1,,,100
ウルムーメイル,7,1,,,119
ウルムーメイル,8,1,,,139
ウルムーメイル,9,1,,,160
ウルムーメイル,10,1,,,182
ウルムーアーム,3,1,,,49
ウルムーアーム,4,1,,,65
ウルムーアーム,5,1,,,82
ウルムーアーム,6,1,,,100
ウルムーアーム,7,1,,,119
ウルムーアーム,8,1,,,139
ウルムーアーム,9,1,,,160
ウルムーアーム,10,1,,,182
ウルムーコイル,3,1,,,49
ウルムーコイル,4,1,,,65
ウルムーコイル,5,1,,,82
ウルムーコイル,6,1,,,100
ウルムーコイル,7,1,,,119
ウルムーコイル,8,1,,,139
ウルムーコイル,9,1,,,160
ウルムーコイル,10,1,,,182
ウルムーグリーヴ,3,1,,,49
ウルムーグリーヴ,4,1,,,65
ウルムーグリーヴ,5,1,,,82
ウルムーグリーヴ,6,1,,,100
ウルムーグリーヴ,7,1,,,119
ウルムーグリーヴ,8,1,,,139
ウルムーグリーヴ,9,1,,,160
ウルムーグリーヴ,10,1,,,182
ジュラヘルム,3,1,,,49
ジュラヘルム,4,1,,,65
ジュラヘルム,5,1,,,82
ジュラヘルム,6,1,,,100
ジュラヘルム,7,1,,,119
ジュラヘルム,8,1,,,139
ジュラヘルム,9,1,,,160
ジュラヘルム,10,1,,,182
ジュラメイル,3,1,,,49
ジュラメイル,4,1,,,65
ジュラメイル,5,1,,,82
ジュラメイル,6,1,,,100
ジュラメイル,7,1,,,119
ジュラメイル,8,1,,,139
ジュラメイル,9,1,,,160
ジュラメイル,10,1,,,182
ジュラアーム,3,1,,,49
ジュラアーム,4,1,,,65
ジュラアーム,5,1,,,82
ジュラアーム,6,1,,,100
ジュラアーム,7,1,,,119
ジュラアーム,8,1,,,139
ジュラアーム,9,1,,,160
ジュラアーム,10,1,,,182
ジュラコイル,3,1,,,49
ジュラコイル,4,1,,,65
ジュラコイル,5,1,,,82
ジュラコイル,6,1,,,100
ジュラコイル,7,1,,,119
ジュラコイル,8,1,,,139
ジュラコイル,9,1,,,160
ジュラコイル,10,1,,,182
ジュラグリーヴ,3,1,,,49
ジュラグリーヴ,4,1,,,65
ジュラグリーヴ,5,1,,,82
ジュラグリーヴ,6,1,,,100
ジュラグリーヴ,7,1,,,119
ジュラグリーヴ,8,1,,,139
ジュラグリーヴ,9,1,,,160
ジュラグリーヴ,10,1,,,182
ジャナフヘルム,4,1,,,65
ジャナフヘルム,5,1,,,82
ジャナフヘルム,6,1,,,100
ジャナフヘルム,7,1,,,119
ジャナフヘルム,8,1,,,139
ジャナフヘルム,9,1,,,160
ジャナフヘルム,10,1,,,182
ジャナフメイル,4,1,,,65
ジャナフメイル,5,1,,,82
ジャナフメイル,6,1,,,100
ジャナフメイル,7,1,,,119
ジャナフメイル,8,1,,,139
ジャナフメイル,9,1,,,160
ジャナフメイル,10,1,,,182
ジャナフアーム,4,1,,,65
ジャナフアーム,5,1,,,82
ジャナフアーム,6,1,,,100
ジャナフアーム,7,1,,,119
ジャナフアーム,8,1,,,139
ジャナフアーム,9,1,,,160
ジャナフアーム,10,1,,,182
ジャナフコイル,4,1,,,65
ジャナフコイル,5,1,,,82
ジャナフコイル,6,1,,,100
ジャナフコイル,7,1,,,119
ジャナフコイル,8,1,,,139
ジャナフコイル,9,1,,,160
ジャナフコイル,10,1,,,182
ジャナフグリーヴ,4,1,,,65
ジャナフグリーヴ,5,1,,,82
ジャナフグリーヴ,6,1,,,100
ジャナフグリーヴ,7,1,,,119
ジャナフグリーヴ,8,1,,,139
ジャナフグリーヴ,9,1,,,160
ジャナフグリーヴ,10,1,,,182
レイアヘルム,4,1,,,65
レイアヘルム,5,1,,,82
レイアヘルム,6,1,,,100
レイアヘルム,7,1,,,119
レイアヘルム,8,1,,,139
レイアヘルム,9,1,,,160
レイアヘルム,10,1,,,182
レイアメイル,4,1,,,65
レイアメイル,5,1,,,82
レイアメイル,6,1,,,100
レイアメイル,7,1,,,119
レイアメイル,8,1,,,139
レイアメイル,9,1,,,160
レイアメイル,10,1,,,182
レイアアーム,4,1,,,65
レイアアーム,5,1,,,82
レイアアーム,6,1,,,100
レイアアーム,7,1,,,119
レイアアーム,8,1,,,139
レイアアーム,9,1,,,160
レイアアーム,10,1,,,182
レイアコイル,4,1,,,65
レイアコイル,5,1,,,82
レイアコイル,6,1,,,100
レイアコイル,7,1,,,119
レイアコイル,8,1,,,139
レイアコイル,9,1,,,160
レイアコイル,10,1,,,182
レイアグリーヴ,4,1,,,65
レイアグリーヴ,5,1,,,82
レイアグリーヴ,6,1,,,100
レイアグリーヴ,7,1,,,119
レイアグリーヴ,8,1,,,139
レイアグリーヴ,9,1,,,160
レイアグリーヴ,10,1,,,182
ギエナヘルム,5,1,,,82
ギエナヘルム,6,1,,,100
ギエナヘルム,7,1,,,119
ギエナヘルム,8,1,,,139
ギエナヘルム,9,1,,,160
ギエナヘルム,10,1,,,182
ギエナメイル,5,1,,,82
ギエナメイル,6,1,,,100
ギエナメイル,7,1,,,119
ギエナメイル,8,1,,,139
ギエナメイル,9,1,,,160
ギエナメイル,10,1,,,182
ギエナアーム,5,1,,,82
ギエナアーム,6,1,,,100
ギエナアーム,7,1,,,119
ギエナアーム,8,1,,,139
ギエナアーム,9,1,,,160
ギエナアーム,10,1,,,182
ギエナコイル,5,1,,,82
ギエナコイル,6,1,,,100
ギエナコイル,7,1,,,119
ギエナコイル,8,1,,,139
ギエナコイル,9,1,,,160
ギエナコイル,10,1,,,182
ギエナグリーヴ,5,1,,,82
ギエナグリーヴ,6,1,,,100
ギエナグリーヴ,7,1,,,119
ギエナグリーヴ,8,1,,,139
ギエナグリーヴ,9,1,,,160
ギエナグリーヴ,10,1,,,182
ディアブロヘルム,5,1,,,82
ディアブロヘルム,6,1,,,100
ディアブロヘルム,7,1,,,119
ディアブロヘルム,8,1,,,139
ディアブロヘルム,9,1,,,160
ディアブロヘルム,10,1,,,182
ディアブロメイル,5,1,,,82
ディアブロメイル,6,1,,,100
ディアブロメイル,7,1,,,119
ディアブロメイル,8,1,,,139
ディアブロメイル,9,1,,,160
ディアブロメイル,10,1,,,182
ディアブロアーム,5,1,,,82
ディアブロアーム,6,1,,,100
ディアブロアーム,7,1,,,119
ディアブロアーム,8,1,,,139
ディアブロアーム,9,1,,,160
ディアブロアーム,10,1,,,182
ディアブロコイル,5,1,,,82
ディアブロコイル,6,1,,,100
ディアブロコイル,7,1,,,119
ディアブロコイル,8,1,,,139
ディアブロコイル,9,1,,,160
ディアブロコイル,10,1,,,182
ディアブログリーヴ,5,1,,,82
ディアブログリーヴ,6,1,,,100
ディアブログリーヴ,7,1,,,119
ディアブログリーヴ,8,1,,,139
ディアブログリーヴ,9,1,,,160
ディアブログリーヴ,10,1,,,182
レウスヘルム,5,1,,,82
レウスヘルム,6,1,,,100
レウスヘルム,7,1,,,119
レウスヘルム,8,1,,,139
レウスヘルム,9,1,,,160
レウスヘルム,10,1,,,182
レウスメイル,5,1,,,82
レウスメイル,6,1,,,100
レウスメイル,7,1,,,119
レウスメイル,8,1,,,139
レウスメイル,9,1,,,160
レウスメイル,10,1,,,182
レウスアーム,5,1,,,82
レウスアーム,6,1,,,100
レウスアーム,7,1,,,119
レウスアーム,8,1,,,139
レウスアーム,9,1,,,160
レウスアーム,10,1,,,182
レウスコイル,5,1,,,82
レウスコイル,6,1,,,100
レウスコイル,7,1,,,119
レウスコイル,8,1,,,139
レウスコイル,9,1,,,160
レウスコイル,10,1,,,182
レウスグリーヴ,5,1,,,82
レウスグリーヴ,6,1,,,100
レウスグリーヴ,7,1,,,119
レウスグリーヴ,8,1,,,139
レウスグリーヴ,9,1,,,160
レウスグリーヴ,10,1,,,182
ディアネロヘルム,5,1,,,82
ディアネロヘルム,6,1,,,100
ディアネロヘルム,7,1,,,119
ディアネロヘルム,8,1,,,139
ディアネロヘルム,9,1,,,160
ディアネロヘルム,10,1,,,182
ディアネロメイル,5,1,,,82
ディアネロメイル,6,1,,,100
ディアネロメイル,7,1,,,119
ディアネロメイル,8,1,,,139
ディアネロメイル,9,1,,,160
ディアネロメイル,10,1,,,182
ディアネロアーム,5,1,,,82
ディアネロアーム,6,1,,,100
ディアネロアーム,7,1,,,119
ディアネロアーム,8,1,,,139
ディアネロアーム,9,1,,,160
ディアネロアーム,10,1,,,182
ディアネロコイル,5,1,,,82
ディアネロコイル,6,1,,,100
ディアネロコイル,7,1,,,119
ディアネロコイル,8,1,,,139
ディアネロコイル,9,1,,,160
ディアネロコイル,10,1,,,182
ディアネログリーヴ,5,1,,,82
ディアネログリーヴ,6,1,,,100
ディアネログリーヴ,7,1,,,119
ディアネログリーヴ,8,1,,,139
ディアネログリーヴ,9,1,,,160
ディアネログリーヴ,10,1,,,182
リオハートヘルム,5,1,,,82
リオハートヘルム,6,1,,,100
リオハートヘルム,7,1,,,119
リオハートヘルム,8,1,,,139
リオハートヘルム,9,1,,,160
リオハートヘルム,10,1,,,182
リオハートメイル,5,1,,,82
リオハートメイル,6,1,,,100
リオハートメイル,7,1,,,119
リオハートメイル,8,1,,,139
リオハートメイル,9,1,,,160
リオハートメイル,10,1,,,182
リオハートアーム,5,1,,,82
リオハートアーム,6,1,,,100
リオハートアーム,7,1,,,119
リオハートアーム,8,1,,,139
リオハートアーム,9,1,,,160
リオハートアーム,10,1,,,182
リオハートコイル,5,1,,,82
リオハートコイル,6,1,,,100
リオハートコイル,7,1,,,119
リオハートコイル,8,1,,,139
リオハートコイル,9,1,,,160
リオハートコイル,10,1,,,182
リオハートグリーヴ,5,1,,,82
リオハートグリーヴ,6,1,,,100
リオハートグリーヴ,7,1,,,119
リオハートグリーヴ,8,1,,,139
